"rank"	"attribute_group"	"attribute"	"attribute_auc"	"attribute_group_auc"
"mutation_rate_per_site_per_generation_all"	"mutation_rate_per_site_per_generation"	"fast_(>17)"	0.5	0.5
"mutation_rate_per_site_per_generation_all"	"mutation_rate_per_site_per_generation"	"medium_(>=2.93,_<16)"	0.5	0.5
"mutation_rate_per_site_per_generation_all"	"mutation_rate_per_site_per_generation"	"slow_(<2.92)"	0.5	0.5
"mutation_rate_per_site_per_generation_sp"	"mutation_rate_per_site_per_generation"	"fast_(>17)"	0.5	0.5
"mutation_rate_per_site_per_generation_sp"	"mutation_rate_per_site_per_generation"	"medium_(>=2.93,_<16)"	0.5	0.5
"mutation_rate_per_site_per_generation_sp"	"mutation_rate_per_site_per_generation"	"slow_(<2.92)"	0.5	0.5
