"rank"	"attribute_group"	"attribute"	"attribute_auc"	"attribute_group_auc"
"width_all"	"width"	"average (>=0.91, <3.5 µm)"	0.53	0.49
"width_all"	"width"	"large (>=3.51, <12 µm)"	0.5	0.49
"width_all"	"width"	"small (<0.9 µm)"	0.45	0.49
"width_gn"	"width"	"average (>=0.91, <3.5 µm)"	0.53	0.49
"width_gn"	"width"	"large (>=3.51, <12 µm)"	0.5	0.49
"width_gn"	"width"	"small (<0.9 µm)"	0.45	0.49
