phys	R_squared_mean	R_squared_sd	MSE_mean	MSE_sd	RMSE_mean	RMSE_sd	mean_real_values	min_real_values	max_real_values	sd_real_values
optimal_ph	0.078	0.176	1.072	0.49	1.011	0.236	7.1890635451505	1.65	11	1.10597665210838
