phys	R_squared_mean	R_squared_sd	MSE_mean	MSE_sd	RMSE_mean	RMSE_sd	mean_real_values	min_real_values	max_real_values	sd_real_values
length	-0.935	1.251	39.639	50.044	5.094	3.9	2.27694214876033	0.2	100	6.76207417077176
