nodes	trait1
root	75.8944615718287
internal_node_4	59.8588423230358
n19795	51.1807722689755
200940+57723+533205	43.589238543998
1239+186801+91061+1385+3039167+68295+186814+3039168+539003	49.7203779448547
internal_node_13	43.5683495919527
internal_node_18	44.0102025448485
n19801	37.5586737199897
n19802	35.4238554749558
n19803	32.3889918372817
internal_node_24	24.3145207847511
135618+1486721	29.5867595698002
1775403	29.411864080102
135613+1046	27.3840103658129
72276	27.1235745860986
internal_node_33	28.6001600140655
n19812	31.0065162615309
internal_node_39	31.2352053620503
118969+72273+135617	29.1157218652911
internal_node_43	26.5133557916614
135616	25.57041790288
255527	27.011700461762
n19818	28.1971072402057
135622+28256+72275	25.8786442188952
135620	25.6682651507986
n19821	28.4958193358529
n19823	23.8515302267474
267888	25.9009157734933
n19825	24.3783620401547
135624+84642	28.5589761373456
n19827	29.9856874877847
n19828	31.8635355704863
91347+543	33.2402227945074
internal_node_60	30.8648043529203
1903409+1903410+1903412	28.9047870463612
n19833	27.371849502051
n19834	27.6189778880448
n19835	27.8616050286881
internal_node_73	30.7715875388309
internal_node_84	31.0140172176334
n19840	30.3345697917729
n19841	32.8343061467185
n19842	35.1982897846692
n19843	34.5939154898251
internal_node_92	34.0671527133857
n19845	36.87040253428
n19847	36.6444889830626
internal_node_137	36.148801076189
n19864	37
n19865	37
n19866	37
n19867	37
n19870	35.5979827089337
n19878	31.9462801334068
n19880	37
n19884	37
n19902	37
n19904	36.397890777853
internal_node_238	36.0653638401715
n19907	37
n19909	37
n19911	37
n19912	37
n19913	35.2563176895307
internal_node_283	28.8411942726325
n19921	29.0086690620658
n19928	29.5359779363023
n19930	34.7676854995782
n19931	29.1413919413919
n19952	29.2656831073747
n19960	30
n19972	28.8055490242182
n19984	31.6188327898817
n19985	32.0837300333436
internal_node_473	33.1457286432161
n20031	29.5325658891245
n20047	30
n20066	27
internal_node_621	26.7123052462188
n20071	27.3527386028478
n20074	27.9924981245311
n20089	26
internal_node_683	26.0623628992155
n20098	26.1610091154964
n20106	26.1701867156413
n20121	26.9093555426897
n20122	27.7404814189323
internal_node_745	29.0728271439593
n20132	29.9747962377919
n20139	29.686427282561
n20140	29.1744042591246
n20141	29.917652838114
n20142	29.7910616127521
n20144	29.7062526083006
n20145	30.1378890949817
n20148	31.2798742138365
n20169	28.767274737424
n20172	27.0763260025873
n20178	25.9033470738851
n20179	25.8716201569813
n20180	26.8645303867403
n20190	30.871458340703
1903414	32.1218226282661
n20192	35.3524749319911
internal_node_903	37
internal_node_909	37
internal_node_912	37
n20201	37
n20202	37
n20203	37
n20204	37
n20207	37
n20209	37
n20236	37
n20252	37
n20254	37
n20265	37
n20271	37
n20275	37
n20291	37
