Physiology	Rank	Attribute	meanTP	sdTP	meanFP	sdFP	meanFN	sdFN	meanTN	sdTN	meanMCC	sdMCC
health_associated	all	Health_associated	0.5	0.7071067811865476	0	0	0.9	0.7378647873726218	2.7	1.1595018087284057	0.3632455532033676	0.4808010307785903
health_associated	species	Health_associated	0.5	0.7071067811865476	0	0	0.9	0.7378647873726218	3.1	1.449137674618944	0.27867759087201815	0.38346200789034873
