physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
coding genes	0.720571341530778	0.0347281466187535	all	1410	4303	23031	0.101	0.07	castor-ltp
