physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
genome size	0.61687661411077	0.110636666289934	strain	709	2861	23031	0.132	0.077	castor-ltp
