physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
genome size	0.673719540766296	0.116021996184165	species	700	1437	23031	0.135	0.096	castor-ltp
