physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_median	nsti_sd	method
mutation rate per site per year	-181.833220899102	491.188283411357	species	24	33	23031	0.457	0	0.253	castor-ltp
