physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
optimal ph	0.13573243593841	0.155962292139966	all	290	878	23031	0.18	0.11	castor-ltp
