physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
coding genes	0.624373380735442	0.106968817830438	strain	710	2863	23031	0.132	0.077	castor-ltp
