physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
growth temperature	0.536044472432312	0.040765588370683	all	14251	21033	23031	0.036	0.042	castor-ltp
