physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
length	0.148706896908812	0.240925743484012	all	605	636	23031	0.114	0.078	castor-ltp
