physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
width	0.0376578858528308	0.0420392158018317	genus	756	812	23031	0.105	0.076	castor-ltp
