physiology	r_squared_mean	r_squared_sd	rank	ltp_bp_phys	bp_phys	ltp	nsti_mean	nsti_sd	method
growth temperature	0.713250082657079	0.0857918989262322	strain	1818	4117	23031	0.093	0.062	castor-ltp
