"rank"	"attribute_group"	"attribute"	"attribute_auc"	"attribute_group_auc"
"width_all"	"width"	"average_(>=0.91,_<3.5_µm)"	0.5	0.5
"width_all"	"width"	"large_(>=3.51,_<12_µm)"	0.5	0.5
"width_all"	"width"	"small_(<0.9_µm)"	0.5	0.5
"width_gn"	"width"	"average_(>=0.91,_<3.5_µm)"	0.5	0.5
"width_gn"	"width"	"large_(>=3.51,_<12_µm)"	0.5	0.5
"width_gn"	"width"	"small_(<0.9_µm)"	0.5	0.5
